Paper_Number;Paper_ID;Paper_Name;Paper_Link
308;AiO4cyJrP-cJ;When to use parametric models in reinforcement learning? ;https://proceedings.neurips.cc/paper/2019/hash/1b742ae215adf18b75449c6e272fd92d-Abstract.html
309;neVX5cC3lNsJ;A hierarchical framework of cloud resource allocation and power management using deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/7979983/
310;1ZD6qNHgiIQJ;Distributed computation offloading method based on deep reinforcement learning in ICV ;https://www.sciencedirect.com/science/article/pii/S1568494621000314
311;jQLI0ctlRNoJ;Leveraging machine learning in the global fight against money laundering and terrorism financing: An affordances perspective ;https://www.sciencedirect.com/science/article/pii/S0148296320306640
312;XcDan_Ypt9YJ;Designing an adaptive production control system using reinforcement learning ;https://link.springer.com/article/10.1007/s10845-020-01612-y
313;AUO7JfBtwvMJ;Neuroevolution in deep neural networks: Current trends and future challenges ;https://ieeexplore.ieee.org/abstract/document/9383028/
314;0u-wNjEbDfMJ;Chainer: A deep learning framework for accelerating the research cycle ;https://dl.acm.org/doi/abs/10.1145/3292500.3330756
315;zRMzidpfnSYJ;Averaged-dqn: Variance reduction and stabilization for deep reinforcement learning ;http://proceedings.mlr.press/v70/anschel17a.html
316;8gxmewWJzb0J;Exposure: A white-box photo post-processing framework ;https://dl.acm.org/doi/abs/10.1145/3181974
317;PfBT8Q0UdzUJ;Review of deep reinforcement learning for robot manipulation ;https://ieeexplore.ieee.org/abstract/document/8675643/
318;f-sEoesTufIJ;Controlling overestimation bias with truncated mixture of continuous distributional quantile critics ;http://proceedings.mlr.press/v119/kuznetsov20a.html
319;qygqiEQnpbkJ;CATER: A diagnostic dataset for Compositional Actions and TEmporal Reasoning ;https://arxiv.org/abs/1910.04744
320;CgnUvXisys4J;A survey of multi-task deep reinforcement learning ;https://www.mdpi.com/2079-9292/9/9/1363
321;goNMHpiy79AJ;Dynamic multi-objective scheduling for flexible job shop by deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0360835221003934
322;XGUMd2R_ZwkJ;Adversarial attacks and defenses on graphs ;https://dl.acm.org/doi/abs/10.1145/3447556.3447566
323;xsY9zgEWiiAJ;Claws: Clustering assisted weakly supervised learning with normalcy suppression for anomalous event detection ;https://link.springer.com/chapter/10.1007/978-3-030-58542-6_22
324;w0bcInf3r6QJ;Battery-constrained federated edge learning in UAV-enabled IoT for B5G/6G networks ;https://www.sciencedirect.com/science/article/pii/S187449072100118X
325;4v0b_7c2cMQJ;Maximum resilience of artificial neural networks ;https://link.springer.com/chapter/10.1007/978-3-319-68167-2_18
326;icIhYMrxrJ8J;An application of deep reinforcement learning to algorithmic trading ;https://www.sciencedirect.com/science/article/pii/S0957417421000737
327;_f9mzhLf978J;Causalworld: A robotic manipulation benchmark for causal structure and transfer learning ;https://arxiv.org/abs/2010.04296
328;F1M5s6hha3gJ;Robust distant supervision relation extraction via deep reinforcement learning ;https://arxiv.org/abs/1805.09927
329;zb9b6JoVZEgJ;Deep reinforcement learning for the control of robotic manipulation: a focussed mini-review ;https://www.mdpi.com/2218-6581/10/1/22
330;jq6uqVOnp7YJ;Deep variation-structured reinforcement learning for visual relationship and attribute detection ;http://openaccess.thecvf.com/content_cvpr_2017/html/Liang_Deep_Variation-Structured_Reinforcement_CVPR_2017_paper.html
331;SuTy6hYLpN8J;Distributed energy-efficient multi-UAV navigation for long-term communication coverage by deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/8676325/
332;--JVwd_AzFMJ;Network planning with deep reinforcement learning ;https://dl.acm.org/doi/abs/10.1145/3452296.3472902
333;ODveOpgKgUoJ;Deep generalized Schrödinger bridge ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/3d17b7f7d52c83ab6e97e2dc0bda2e71-Abstract-Conference.html
334;5S3oTf9W7dUJ;Gendice: Generalized offline estimation of stationary values ;https://arxiv.org/abs/2002.09072
335;XqSdUMm_TeQJ;Generalization in reinforcement learning by soft data augmentation ;https://ieeexplore.ieee.org/abstract/document/9561103/
336;U7dazFq1HkIJ;Learning to route ;https://dl.acm.org/doi/abs/10.1145/3152434.3152441
337;o1tGM_7BDO0J;A novel asynchronous deep reinforcement learning model with adaptive early forecasting method and reward incentive mechanism for short-term load … ;https://www.sciencedirect.com/science/article/pii/S0360544221017400
338;7cQO05-fjjMJ;Reinforcement learning for optimization of variational quantum circuit architectures ;https://proceedings.neurips.cc/paper/2021/hash/9724412729185d53a2e3e7f889d9f057-Abstract.html
339;bazjDmXfdbEJ;Path planning method with improved artificial potential field—a reinforcement learning perspective ;https://ieeexplore.ieee.org/abstract/document/9146273/
340;yyBmYfiUkgQJ;Curious: intrinsically motivated modular multi-goal reinforcement learning ;https://proceedings.mlr.press/v97/colas19a.html
341;dpnDFEa-k_8J;Generative adversarial user model for reinforcement learning based recommendation system ;http://proceedings.mlr.press/v97/chen19f.html
342;9hid_hpgSs0J;Deep reinforcement learning method for demand response management of interruptible load ;https://ieeexplore.ieee.org/abstract/document/8976248/
343;O5u7niXi_d8J;Toward an automated auction framework for wireless federated learning services market ;https://ieeexplore.ieee.org/abstract/document/9094030/
344;0Aj0ZPTeRIwJ;Self-supervised policy adaptation during deployment ;https://arxiv.org/abs/2007.04309
345;gfnhShu4MTkJ;Towards vision-based deep reinforcement learning for robotic motion control ;https://arxiv.org/abs/1511.03791
346;bV_AydyzEZkJ;Cellular network traffic scheduling with deep reinforcement learning ;https://ojs.aaai.org/index.php/AAAI/article/view/11339
347;u-BxglJmaagJ;Causal machine learning: A survey and open problems ;https://arxiv.org/abs/2206.15475
348;MglcYpd3BCgJ;A state-of-the-art review on mobile robotics tasks using artificial intelligence and visual data ;https://www.sciencedirect.com/science/article/pii/S095741742030926X
349;4Qud5gz5cn4J;Scheduling of decentralized robot services in cloud manufacturing with deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0736584522001363
350;2x40zorPhvYJ;Deep reinforcement learning for vision-based robotic grasping: A simulated comparative evaluation of off-policy methods ;https://ieeexplore.ieee.org/abstract/document/8461039/
351;OiqGoFRoeP4J;Chainerrl: A deep reinforcement learning library ;https://dl.acm.org/doi/abs/10.5555/3546258.3546335
352;Tr48L4dZDrgJ;Deep reinforcement learning for sequence-to-sequence models ;https://ieeexplore.ieee.org/abstract/document/8801910/
353;o1CbWGC6DCgJ;Cooperative management for PV/ESS-enabled electric vehicle charging stations: A multiagent deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/8851270/
354;igQxU0bIlGcJ;A review of deep learning models for time series prediction ;https://ieeexplore.ieee.org/abstract/document/8742529/
355;IWcaaLt5uAgJ;Control systems and reinforcement learning ;https://books.google.com/books?hl=en&lr=&id=UZNsEAAAQBAJ&oi=fnd&pg=PR11&ots=ab9KyW0iZI&sig=fx13bGer65JJEqGM_3dsZz9xPPA
356;cvX-2Z-09kAJ;Robust reinforcement learning: A review of foundations and recent advances ;https://www.mdpi.com/2504-4990/4/1/13
357;uM5U5WixUJIJ;Reinforcement learning to optimize long-term user engagement in recommender systems ;https://dl.acm.org/doi/abs/10.1145/3292500.3330668
358;xhLyWWfb8dwJ;The free energy principle for perception and action: A deep learning perspective ;https://www.mdpi.com/1099-4300/24/2/301
359;Z3RQoONdLAoJ;Logistics-involved QoS-aware service composition in cloud manufacturing with deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0736584520302027
360;8b6Hp6jNbh4J;Exploratory data analysis with MATLAB ;https://books.google.com/books?hl=en&lr=&id=PD0PEAAAQBAJ&oi=fnd&pg=PP1&ots=oXlloBtzl0&sig=X0KiW6uJ6ZXkhscpkUseMNcBFsE
361;UycRP3AYkJMJ;Reinforcement learning with combinatorial actions: An application to vehicle routing ;https://proceedings.neurips.cc/paper/2020/hash/06a9d51e04213572ef0720dd27a84792-Abstract.html
362;EGxC4TrrQXgJ;Model-free quantum control with reinforcement learning ;https://journals.aps.org/prx/abstract/10.1103/PhysRevX.12.011059
363;ubhcftgxq5kJ;Transfer learning in demand response: A review of algorithms for data-efficient modelling and control ;https://www.sciencedirect.com/science/article/pii/S2666546821000732
364;on57kvrdKWsJ;Consistency models ;https://openreview.net/forum?id=FmqFfMTNnv
365;-Ir1DPU3EkcJ;Combining reinforcement learning and constraint programming for combinatorial optimization ;https://ojs.aaai.org/index.php/AAAI/article/view/16484
366;fe68SEe2SwUJ;Help, anna! visual navigation with natural multimodal assistance via retrospective curiosity-encouraging imitation learning ;https://arxiv.org/abs/1909.01871
367;MS342rArKOYJ;Ablation studies in artificial neural networks ;https://arxiv.org/abs/1901.08644
368;qZsIVfAs1oEJ;Reinforcement learning for clinical decision support in critical care: comprehensive review ;https://www.jmir.org/2020/7/e18477/
369;i8EaOLDL-E8J;Dreamshard: Generalizable embedding table placement for recommender systems ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/62302a24b04589f9f9cdd5b02c344b6c-Abstract-Conference.html
370;vVcmcj1ASywJ;Curator:{Self-Managing} Storage for Enterprise Clusters ;https://www.usenix.org/conference/nsdi17/technical-sessions/presentation/cano
371;P27v47uicgQJ;Adaptive Traffic Signal Control for large-scale scenario with Cooperative Group-based Multi-agent reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0968090X21000760
372;MV0hlfOK9TgJ;Deep dynamic neural networks for multimodal gesture segmentation and recognition ;https://ieeexplore.ieee.org/abstract/document/7423804/
373;G-hSE9S4wYYJ;Operational optimization for off-grid renewable building energy system using deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0306261922010625
374;pB0Q8dSc8JcJ;Learning to solve np-complete problems: A graph neural network for decision tsp ;https://ojs.aaai.org/index.php/AAAI/article/view/4399
375;wUaffXKtTdEJ;RL/DRL meets vehicular task offloading using edge and vehicular cloudlet: A survey ;https://ieeexplore.ieee.org/abstract/document/9723463/
376;jsCRdUYj5AwJ;Urban traffic control in software defined internet of things via a multi-agent deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9210820/
377;RuV7ZOZVg4gJ;On-demand deep model compression for mobile devices: A usage-driven model selection framework ;https://dl.acm.org/doi/abs/10.1145/3210240.3210337
378;CRyagBGGoE0J;Automatic collision avoidance of multiple ships based on deep Q-learning ;https://www.sciencedirect.com/science/article/pii/S0141118718302293
379;Psmqvpn4L_4J;Action branching architectures for deep reinforcement learning ;https://ojs.aaai.org/index.php/AAAI/article/view/11798
380;38lWwl675C4J;Neural interactive collaborative filtering ;https://dl.acm.org/doi/abs/10.1145/3397271.3401181
381;BIPu_uzDEzQJ;Breast cancer detection using deep learning: Datasets, methods, and challenges ahead ;https://www.sciencedirect.com/science/article/pii/S0010482522007818
382;_9lASuvb-4EJ;Weakly-supervised disentangling with recurrent transformations for 3d view synthesis ;https://proceedings.neurips.cc/paper_files/paper/2015/hash/109a0ca3bc27f3e96597370d5c8cf03d-Abstract.html
383;WEPoQByCAJgJ;The causal-neural connection: Expressiveness, learnability, and inference ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/5989add1703e4b0480f75e2390739f34-Abstract.html
384;lX54c0dhJ5kJ;Maximum entropy gain exploration for long horizon multi-goal reinforcement learning ;https://proceedings.mlr.press/v119/pitis20a.html
385;fdeeTg7P-b8J;Constrained variational policy optimization for safe reinforcement learning ;https://proceedings.mlr.press/v162/liu22b.html
386;5JcaCFVcx4kJ;Network abnormal traffic detection model based on semi-supervised deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9577211/
387;kZkrsk60C0gJ;Distributive dynamic spectrum access through deep reinforcement learning: A reservoir computing-based approach ;https://ieeexplore.ieee.org/abstract/document/8474348/
388;FxP7q_EV5soJ;Deep reinforcement learning for autonomous driving ;https://arxiv.org/abs/1811.11329
389;_Xjcx6XUWlAJ;Deep reinforcement learning ;https://link.springer.com/content/pdf/10.1007/978-981-13-8285-7.pdf
390;ib0H8y30StkJ;A deep reinforcement learning strategy for UAV autonomous landing on a moving platform ;https://link.springer.com/article/10.1007/s10846-018-0891-8
391;GUS0U9qCBkYJ;Flow: Architecture and benchmarking for reinforcement learning in traffic control ;https://www.researchgate.net/profile/Abdul-Rahman-Kreidieh/publication/320441979_Flow_Architecture_and_Benchmarking_for_Reinforcement_Learning_in_Traffic_Control/links/5cf6c7f4a6fdcc847506322a/Flow-Architecture-and-Benchmarking-for-Reinforcement-Learning-in-Traffic-Control.pdf
392;8ocFmEFRwd4J;Multi-robot path planning method using reinforcement learning ;https://www.mdpi.com/2076-3417/9/15/3057
393;5h_Qe0d5tYYJ;A study of reinforcement learning for neural machine translation ;https://arxiv.org/abs/1808.08866
394;FvBhs3lJBVUJ;Graying the black box: Understanding dqns ;http://proceedings.mlr.press/v48/zahavy16.html
395;S03jxV6TgKcJ;Reinforcement learning based energy management systems and hydrogen refuelling stations for fuel cell electric vehicles: An overview ;https://www.sciencedirect.com/science/article/pii/S0360319922027008
396;i0N56igtdtIJ;Fusing TensorFlow with building energy simulation for intelligent energy management in smart cities ;https://www.sciencedirect.com/science/article/pii/S2210670718314380
397;4yPqblxLbLMJ;Deep reinforcement learning meets graph neural networks: Exploring a routing optimization use case ;https://www.sciencedirect.com/science/article/pii/S0140366422003784
398;YPH1Ax4lnagJ;Bootstrapped meta-learning ;https://arxiv.org/abs/2109.04504
399;p9SpbQTbkUwJ;Cleanrl: High-quality single-file implementations of deep reinforcement learning algorithms ;https://dl.acm.org/doi/abs/10.5555/3586589.3586863
400;2_wvdeI-1rkJ;Neuroevolution of self-interpretable agents ;https://dl.acm.org/doi/abs/10.1145/3377930.3389847
401;9rGun1BauzcJ;Reinforcement learning, bit by bit ;https://www.nowpublishers.com/article/Details/MAL-097
402;FhuTZeJA9P0J;Few-shot preference learning for human-in-the-loop rl ;https://proceedings.mlr.press/v205/iii23a.html
403;5Ks7kMc1N4wJ;Understanding cities with machine eyes: A review of deep computer vision in urban analytics ;https://www.sciencedirect.com/science/article/pii/S0264275119308443
404;rSCtz1MkBRwJ;Video description: A survey of methods, datasets, and evaluation metrics ;https://dl.acm.org/doi/abs/10.1145/3355390
405;CZyRE-KkwyAJ;Deep reinforcement learning for industrial insertion tasks with visual inputs and natural rewards ;https://ieeexplore.ieee.org/abstract/document/9341714/
406;l2VkqX6TU4oJ;Imagination-augmented agents for deep reinforcement learning ;https://arxiv.org/abs/1707.06203
407;bxajuka_tOkJ;Intelligent on-demand design of phononic metamaterials ;https://www.degruyter.com/document/doi/10.1515/nanoph-2021-0639/html
408;qrxT6fmZibwJ;Approximating explicit model predictive control using constrained neural networks ;https://ieeexplore.ieee.org/abstract/document/8431275/
409;z_THu37CVrsJ;A deep convolutional neural network model for automated identification of abnormal EEG signals ;https://link.springer.com/article/10.1007/s00521-018-3889-z
410;vXHJD4y_BN0J;Deep reinforcement learning for automated radiation adaptation in lung cancer ;https://aapm.onlinelibrary.wiley.com/doi/abs/10.1002/mp.12625
411;gn9LR28b_tIJ;Concise deep reinforcement learning obstacle avoidance for underactuated unmanned marine vessels ;https://www.sciencedirect.com/science/article/pii/S0925231217311943
412;9pbZ8tJeJ7sJ;A brief introduction to machine learning for engineers ;https://www.nowpublishers.com/article/Details/SIG-102
413;EGjzcPkrX40J;Vulnerability of deep reinforcement learning to policy induction attacks ;https://link.springer.com/chapter/10.1007/978-3-319-62416-7_19
414;ekyHPViUuoYJ;Reinforcement learning on variable impedance controller for high-precision robotic assembly ;https://ieeexplore.ieee.org/abstract/document/8793506/
415;vHwG-4CErUAJ;Mapping instructions and visual observations to actions with reinforcement learning ;https://arxiv.org/abs/1704.08795
416;-HBrpcrfKb0J;Electric vehicle charging management based on deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9465776/
417;3a4H_htDB9QJ;Adversarial environment reinforcement learning algorithm for intrusion detection ;https://www.sciencedirect.com/science/article/pii/S1389128618311216
418;L7l1ciyhRggJ;Deep reinforcement learning for imbalanced classification ;https://link.springer.com/article/10.1007/s10489-020-01637-z
419;Nz23-iVFW2cJ;Reinforcement learning with tree-lstm for join order selection ;https://ieeexplore.ieee.org/abstract/document/9101694/
420;HI1AkO0IeIUJ;Faster neural networks straight from jpeg ;https://proceedings.neurips.cc/paper/2018/hash/7af6266cc52234b5aa339b16695f7fc4-Abstract.html
421;WtYBLiDphtcJ;Reinforcement learning in dual-arm trajectory planning for a free-floating space robot ;https://www.sciencedirect.com/science/article/pii/S1270963819325660
422;5V8rljoK9QAJ;Pseudo Dyna-Q: A reinforcement learning framework for interactive recommendation ;https://dl.acm.org/doi/abs/10.1145/3336191.3371801
423;oIm1ItKqK-sJ;Migration modeling and learning algorithms for containers in fog computing ;https://ieeexplore.ieee.org/abstract/document/8338124/
424;Li0iEetwj-QJ;Latent space policies for hierarchical reinforcement learning ;https://proceedings.mlr.press/v80/haarnoja18a.html
425;YoIl3w8urS8J;Resource allocation in IoT edge computing via concurrent federated reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/9454444/
426;SkBXCQ2CN5gJ;Unsupervised domain adaptation of object detectors: A survey ;https://ieeexplore.ieee.org/abstract/document/10075484/
427;Whs_iSYeXh4J;Gnu-rl: A precocial reinforcement learning solution for building hvac control using a differentiable mpc policy ;https://dl.acm.org/doi/abs/10.1145/3360322.3360849
428;P-hbd4THw68J;Agent-based modeling in electricity market using deep deterministic policy gradient algorithm ;https://ieeexplore.ieee.org/abstract/document/9106862/
429;sPPXq_ReHrAJ;Orchestrated scheduling and multi-agent deep reinforcement learning for cloud-assisted multi-UAV charging systems ;https://ieeexplore.ieee.org/abstract/document/9364754/
430;-zc7jmlRkzAJ;Rl unplugged: A suite of benchmarks for offline reinforcement learning ;https://proceedings.neurips.cc/paper/2020/hash/51200d29d1fc15f5a71c1dab4bb54f7c-Abstract.html
431;trlCdLVLv-4J;Research on adaptive job shop scheduling problems based on dueling double DQN ;https://ieeexplore.ieee.org/abstract/document/9218934/
432;nQfpTlVHi2YJ;Reinforced Deterministic and Probabilistic Load Forecasting via -Learning Dynamic Model Selection ;https://ieeexplore.ieee.org/abstract/document/8813103/
433;uD8GCi3U26cJ;Considerations for evaluation and generalization in interpretable machine learning ;https://link.springer.com/chapter/10.1007/978-3-319-98131-4_1
434;aWR13i41ReoJ;UAV path planning using optimization approaches: A survey ;https://link.springer.com/article/10.1007/s11831-022-09742-7
435;BvgMkWFxhC8J;Managing engineering systems with large state and action spaces through deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0951832018313309
436;LyRcGtYrlJUJ;Path planning of coastal ships based on optimized DQN reward function ;https://www.mdpi.com/2077-1312/9/2/210
437;mVNl8owNaowJ;DRL-cloud: Deep reinforcement learning-based resource provisioning and task scheduling for cloud service providers ;https://ieeexplore.ieee.org/abstract/document/8297294/
438;3kMCpHTAtYIJ;Active inference: demystified and compared ;https://direct.mit.edu/neco/article-abstract/33/3/674/97486
439;q1zWpeR61gkJ;Improving financial trading decisions using deep Q-learning: Predicting the number of shares, action strategies, and transfer learning ;https://www.sciencedirect.com/science/article/pii/S0957417418306134
440;abfspMj0cSUJ;Evading machine learning malware detection ;https://www.blackhat.com/docs/us-17/thursday/us-17-Anderson-Bot-Vs-Bot-Evading-Machine-Learning-Malware-Detection-wp.pdf
441;e7nJGleeVFAJ;Exploring model-based planning with policy networks ;https://arxiv.org/abs/1906.08649
442;cH5cdN_b0loJ;Tuning-free plug-and-play proximal algorithm for inverse imaging problems ;http://proceedings.mlr.press/v119/wei20b.html
443;hy24a4YsLU0J;Rudder: Return decomposition for delayed rewards ;https://proceedings.neurips.cc/paper_files/paper/2019/hash/16105fb9cc614fc29e1bda00dab60d41-Abstract.html
444;v0sBlHrp3S0J;Deeprobust: A pytorch library for adversarial attacks and defenses ;https://arxiv.org/abs/2005.06149
445;F2jSRKxl4yEJ;Safe deep reinforcement learning-based adaptive control for USV interception mission ;https://www.sciencedirect.com/science/article/pii/S002980182101756X
446;j9XxXfNOzMEJ;Learning to evade static pe machine learning malware models via reinforcement learning ;https://arxiv.org/abs/1801.08917
447;wPEDOmmhycgJ;Mapping instructions to actions in 3d environments with visual goal prediction ;https://arxiv.org/abs/1809.00786
448;lwBW9fyAKloJ;Deep learning at the mobile edge: Opportunities for 5G networks ;https://www.mdpi.com/2076-3417/10/14/4735
449;Krb2JwZPDocJ;Imitation learning for human pose prediction ;http://openaccess.thecvf.com/content_ICCV_2019/html/Wang_Imitation_Learning_for_Human_Pose_Prediction_ICCV_2019_paper.html
450;DKaYDPZ2XyAJ;Reinforcement learning for facilitating human-robot-interaction in manufacturing ;https://www.sciencedirect.com/science/article/pii/S0278612520301084
451;geJTqX5Cqr8J;A hierarchical framework for improving ride comfort of autonomous vehicles via deep reinforcement learning with external knowledge ;https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12934
452;0KusetJZXNEJ;Learning visual predictive models of physics for playing billiards ;https://arxiv.org/abs/1511.07404
453;OJaEZNJPaTUJ;1.1 the deep learning revolution and its implications for computer architecture and chip design ;https://ieeexplore.ieee.org/abstract/document/9063049/
454;8HC_uir-ajsJ;Multi-objective optimization for UAV-assisted wireless powered IoT networks based on extended DDPG algorithm ;https://ieeexplore.ieee.org/abstract/document/9455139/
455;OVXnrhL_Pn8J;Reinforcement learning neural turing machines-revised ;https://arxiv.org/abs/1505.00521
456;B_wHNGJglcMJ;Deep reinforcement learning for long‐term pavement maintenance planning ;https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.12558
457;mRAysBddGRMJ;Energy optimization associated with thermal comfort and indoor air control via a deep reinforcement learning algorithm ;https://www.sciencedirect.com/science/article/pii/S0360132319302008
458;iuvcEX1EXeoJ;Foundations of deep reinforcement learning ;https://books.google.com/books?hl=en&lr=&id=0HW7DwAAQBAJ&oi=fnd&pg=PT16&ots=1LiFJKwZpo&sig=X-qQ_64Bu4Y84k2F8S-wIxeVCaU
459;ncyJqHdjin8J;Optimization methods for interpretable differentiable decision trees applied to reinforcement learning ;https://proceedings.mlr.press/v108/silva20a.html
460;8VHK4cU8dcYJ;Reinforcement learning in urban network traffic signal control: A systematic literature review ;https://www.sciencedirect.com/science/article/pii/S0957417422002858
461;u1GKFJdNbXEJ;Observational overfitting in reinforcement learning ;https://arxiv.org/abs/1912.02975
462;UR-sYWzRuh0J;Towards optimal control of air handling units using deep reinforcement learning and recurrent neural network ;https://www.sciencedirect.com/science/article/pii/S0360132319307474
463;khBxQomTc2cJ;Going beyond linear transformers with recurrent fast weight programmers ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/3f9e3767ef3b10a0de4c256d7ef9805d-Abstract.html
464;9jMqFOOu_ycJ;Rrl: Resnet as representation for reinforcement learning ;https://arxiv.org/abs/2107.03380
465;72GEdrQAvFUJ;Learning action-oriented models through active inference ;https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1007805
466;KyvKgLSrNv4J;Recent advances in reinforcement learning in finance ;https://onlinelibrary.wiley.com/doi/abs/10.1111/mafi.12382
467;6upCYm1Of1IJ;A digital twin hierarchy for metal additive manufacturing ;https://www.sciencedirect.com/science/article/pii/S0166361522000641
468;6oz8TmB6HJEJ;Dynamic beam hopping method based on multi-objective deep reinforcement learning for next generation satellite broadband systems ;https://ieeexplore.ieee.org/abstract/document/8957062/
469;gckufa_m58kJ;Deep learning in electron microscopy ;https://iopscience.iop.org/article/10.1088/2632-2153/abd614/meta
470;k1YOR1-IdKUJ;The uncertainty bellman equation and exploration ;http://proceedings.mlr.press/v80/o-donoghue18a/o-donoghue18a.pdf
471;hrMBUBhXc5gJ;Cloud-based health-conscious energy management of hybrid battery systems in electric vehicles with deep reinforcement learning ;https://www.sciencedirect.com/science/article/pii/S0306261921004499
472;aoAOdHiv_VwJ;Bigger, Better, Faster: Human-level Atari with human-level efficiency ;https://proceedings.mlr.press/v202/schwarzer23a.html
473;y5F9xZ1WVjQJ;Reinforcement learning for robust trajectory design of interplanetary missions ;https://arc.aiaa.org/doi/abs/10.2514/1.G005794
474;2UQ0lh9Y9D0J;Sobolev training for neural networks ;https://proceedings.neurips.cc/paper_files/paper/2017/hash/758a06618c69880a6cee5314ee42d52f-Abstract.html
475;WivZ5JVAjsAJ;Recurrent relational networks ;https://proceedings.neurips.cc/paper/7597-recurrent-relational-networks
476;etpcCbzoo4QJ;Learning to ground multi-agent communication with autoencoders ;https://proceedings.neurips.cc/paper_files/paper/2021/hash/80fee67c8a4c4989bf8a580b4bbb0cd2-Abstract.html
477;mKiMUAWwFioJ;End-to-end race driving with deep reinforcement learning ;https://ieeexplore.ieee.org/abstract/document/8460934/
478;jRGU44Nl4pgJ;Retrieval-augmented reinforcement learning ;https://proceedings.mlr.press/v162/goyal22a.html
479;eHgg0QYbghgJ;GAN-powered deep distributional reinforcement learning for resource management in network slicing ;https://ieeexplore.ieee.org/abstract/document/8931561/
480;og1uCKZFR98J;Resource optimization for delay-tolerant data in blockchain-enabled IoT with edge computing: A deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/9136699/
481;IeT6nc2-sXwJ;A deep-network solution towards model-less obstacle avoidance ;https://ieeexplore.ieee.org/abstract/document/7759428/
482;fF2-5DWa1ZIJ;Smart campus: definition, framework, technologies, and services ;https://ietresearch.onlinelibrary.wiley.com/doi/abs/10.1049/iet-smc.2019.0072
483;LxFYRo8_nzEJ;Dynamic energy conversion and management strategy for an integrated electricity and natural gas system with renewable energy: Deep reinforcement … ;https://www.sciencedirect.com/science/article/pii/S0196890420306075
484;MQNagMiPov0J;Energy management of hybrid electric bus based on deep reinforcement learning in continuous state and action space ;https://www.sciencedirect.com/science/article/pii/S019689041930593X
485;VrV1bbZsdsUJ;Learning to simulate dynamic environments with gamegan ;http://openaccess.thecvf.com/content_CVPR_2020/html/Kim_Learning_to_Simulate_Dynamic_Environments_With_GameGAN_CVPR_2020_paper.html
486;igGjGxmmGUIJ;Reinforcement learning with neural radiance fields ;https://proceedings.neurips.cc/paper_files/paper/2022/hash/6c294f059e3d77d58dbb8fe48f21fe00-Abstract-Conference.html
487;uHrHP3hWc_EJ;Intelligent power control for spectrum sharing in cognitive radios: A deep reinforcement learning approach ;https://ieeexplore.ieee.org/abstract/document/8352517/
488;nOfqG6i6KA4J;Measuring the algorithmic efficiency of neural networks ;https://arxiv.org/abs/2005.04305
489;i-3H5nM7pv0J;Key challenges in automation of earth-moving machines ;https://www.sciencedirect.com/science/article/pii/S0926580516300899
490;j54vt-ZrjsQJ;Edge intelligence: A computational task offloading scheme for dependent IoT application ;https://ieeexplore.ieee.org/abstract/document/9733202/
491;W8Ekqu-brUgJ;opengauss: An autonomous database system ;https://dl.acm.org/doi/abs/10.14778/3476311.3476380
492;Dz0wxtI1iCgJ;Quantum circuit optimization with deep reinforcement learning ;https://arxiv.org/abs/2103.07585
493;F2MFU4XY9RgJ;Amortized bayesian meta-learning ;https://openreview.net/forum?id=rkgpy3C5tX
494;wUeBkCwvk3EJ;Maneuvering target tracking of UAV based on MN-DDPG and transfer learning ;https://www.sciencedirect.com/science/article/pii/S2214914720304815
495;dLqfJrbyvPkJ;Deep reinforcement learning based resource allocation in low latency edge computing networks ;https://ieeexplore.ieee.org/abstract/document/8491089/
496;lBpn0gWphFIJ;Age of information aware trajectory planning of UAVs in intelligent transportation systems: A deep learning approach ;https://ieeexplore.ieee.org/abstract/document/9195789/
497;EWORbbJ6fuAJ;A novel DDPG method with prioritized experience replay ;https://ieeexplore.ieee.org/abstract/document/8122622/
498;dV6i5kRR_eQJ;Fault-tolerant federated reinforcement learning with theoretical guarantee ;https://proceedings.neurips.cc/paper/2021/hash/080acdcce72c06873a773c4311c2e464-Abstract.html
499;1dNkN8wqhQUJ;Structured bayesian pruning via log-normal multiplicative noise ;https://proceedings.neurips.cc/paper_files/paper/2017/hash/dab49080d80c724aad5ebf158d63df41-Abstract.html
